Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of answer,Talk duration,Satisfaction rating
1,Agent 1,2025-04-19,09:09:47.634388,Management,Y,Y,33,0.64,7
2,Agent 1,2025-04-19,09:17:41.229578,Management,Y,Y,62,1.49,5
3,Agent 1,2025-04-19,09:20:22.778827,IT issue,Y,N,48,4.11,3
4,Agent 2,2025-04-19,09:20:30.010578,Management,Y,N,81,0.15,2
5,Agent 1,2025-04-19,09:25:25.536590,IT issue,Y,Y,42,7.95,6
6,Agent 1,2025-04-19,09:35:26.897754,IT issue,Y,N,99,1.78,2
7,Agent 2,2025-04-19,09:35:57.792007,Management,Y,Y,113,2.15,4
8,Agent 1,2025-04-19,09:38:36.049974,Management,Y,Y,68,0.89,4
9,Agent 1,2025-04-19,09:57:42.062718,IT issue,Y,Y,12,1.88,10
10,Agent 1,2025-04-19,10:10:24.984474,IT issue,Y,Y,14,6.78,5
11,Agent 2,2025-04-19,10:13:40.928281,IT issue,Y,Y,37,2.37,7
12,Agent 3,2025-04-19,10:14:22.691380,IT issue,Y,Y,13,16.99,5
13,Agent 1,2025-04-19,10:22:21.884116,IT issue,Y,N,109,0.86,2
14,Agent 2,2025-04-19,10:22:37.664156,Management,Y,Y,37,1.17,7
15,Agent 1,2025-04-19,10:25:36.631554,IT issue,Y,Y,62,1.9,6
16,Agent 2,2025-04-19,10:26:02.096314,Management,Y,Y,61,4.08,6
17,,2025-04-19,10:26:56.488579,IT issue,N,,,,
18,Agent 1,2025-04-19,10:28:30.745827,Management,Y,Y,93,6.13,4
19,,2025-04-19,10:29:03.937884,IT issue,N,,,,
20,Agent 2,2025-04-19,10:31:24.598814,IT issue,Y,Y,14,0.54,10
21,Agent 1,2025-04-19,10:47:52.867451,IT issue,Y,N,51,0.37,1
22,Agent 1,2025-04-19,10:51:21.022375,IT issue,Y,Y,45,1.05,7
23,Agent 1,2025-04-19,11:06:07.772374,IT issue,Y,N,87,5.4,2
24,Agent 2,2025-04-19,11:09:31.577025,Management,Y,N,77,5.01,2
25,Agent 1,2025-04-19,11:19:10.667111,IT issue,Y,Y,119,0.59,6
26,Agent 1,2025-04-19,11:22:17.818844,IT issue,Y,Y,80,5.23,6
27,Agent 2,2025-04-19,11:23:09.297232,IT issue,Y,Y,23,4.07,9
28,Agent 1,2025-04-19,11:42:11.116580,Management,Y,Y,36,2.01,8
29,Agent 2,2025-04-19,11:43:44.200315,IT issue,Y,Y,110,5.91,6
30,Agent 1,2025-04-19,11:47:22.908815,IT issue,Y,N,36,3.26,2
31,Agent 3,2025-04-19,11:48:50.983997,Management,Y,Y,110,0.14,5
32,Agent 3,2025-04-19,11:49:36.247891,Management,Y,Y,93,0.06,6
33,Agent 1,2025-04-19,11:56:29.810511,Management,Y,Y,48,3.87,9
34,Agent 2,2025-04-19,11:56:42.367626,IT issue,Y,Y,54,1.38,8
35,Agent 1,2025-04-19,12:03:50.998498,IT issue,Y,Y,24,2.2,9
36,Agent 2,2025-04-19,12:04:26.815859,IT issue,Y,N,19,2.95,1
37,Agent 1,2025-04-19,12:06:23.921942,IT issue,Y,Y,113,5.39,6
38,Agent 2,2025-04-19,12:07:48.245133,IT issue,Y,Y,7,3.85,8
39,Agent 3,2025-04-19,12:10:21.966660,IT issue,Y,N,107,0.59,3
40,,2025-04-19,12:10:28.248026,Management,N,,,,
41,Agent 1,2025-04-19,12:17:03.166631,IT issue,Y,N,96,0.07,1
42,Agent 1,2025-04-19,12:23:08.629915,Management,Y,N,40,2.39,3
43,Agent 1,2025-04-19,12:28:13.504585,IT issue,Y,Y,82,2.57,5
44,Agent 2,2025-04-19,12:28:55.081247,IT issue,Y,Y,73,2.46,5
45,Agent 3,2025-04-19,12:30:24.896703,IT issue,Y,Y,16,0.41,10
46,Agent 1,2025-04-19,12:31:33.803664,IT issue,Y,N,39,19.27,3
47,Agent 1,2025-04-19,12:53:21.910380,Management,Y,Y,75,7.08,5
48,Agent 2,2025-04-19,12:54:26.764843,Management,Y,N,99,1.98,2
49,Agent 3,2025-04-19,12:55:32.624276,IT issue,Y,Y,22,0.09,10
50,Agent 2,2025-04-19,12:58:01.832779,Management,Y,N,31,14.8,1
51,Agent 1,2025-04-19,13:03:11.742364,Management,Y,Y,62,12.53,4
52,Agent 2,2025-04-19,13:13:49.729306,Management,Y,N,116,4.26,1
53,Agent 1,2025-04-19,13:22:34.061732,Management,Y,Y,69,0.25,6
54,Agent 2,2025-04-19,13:22:42.386166,IT issue,Y,Y,63,5.55,4
55,Agent 1,2025-04-19,13:23:32.057498,Management,Y,Y,100,8.31,4
56,Agent 3,2025-04-19,13:26:44.487673,Management,Y,Y,12,3.63,9
57,,2025-04-19,13:27:00.223287,IT issue,N,,,,
58,,2025-04-19,13:27:40.000249,Management,N,,,,
59,Agent 1,2025-04-19,13:39:37.718615,IT issue,Y,N,38,5.83,3
60,Agent 1,2025-04-19,13:55:20.151249,IT issue,Y,Y,39,2.44,10
61,Agent 1,2025-04-19,14:02:01.378821,Management,Y,Y,74,1.4,4
62,Agent 1,2025-04-19,14:09:04.250564,IT issue,Y,Y,60,5.27,4
63,Agent 2,2025-04-19,14:09:47.136672,IT issue,Y,Y,120,4.93,3
64,Agent 1,2025-04-19,14:20:03.785287,Management,Y,Y,109,12.51,6
65,Agent 2,2025-04-19,14:21:30.426273,Management,Y,N,117,0.09,1
66,Agent 2,2025-04-19,14:27:19.017265,IT issue,Y,Y,82,0.97,5
67,Agent 2,2025-04-19,14:29:25.507298,IT issue,Y,Y,96,9.32,6
68,Agent 3,2025-04-19,14:31:16.234225,Management,Y,Y,65,0.94,5
69,Agent 1,2025-04-19,14:32:39.006175,IT issue,Y,Y,75,0.17,5
70,Agent 1,2025-04-19,14:35:08.051965,Management,Y,Y,120,1.21,3
71,Agent 1,2025-04-19,14:36:49.777931,Management,Y,Y,78,17.13,4
72,Agent 3,2025-04-19,14:36:52.712684,IT issue,Y,N,118,17.17,3
73,,2025-04-19,14:36:57.514451,Management,N,,,,
74,Agent 2,2025-04-19,14:53:38.244092,Management,Y,N,8,1.48,1
75,Agent 1,2025-04-19,14:56:16.149155,IT issue,Y,Y,113,10.25,5
76,Agent 2,2025-04-19,14:56:35.585077,Management,Y,N,73,6.16,2
77,Agent 2,2025-04-19,15:05:17.066463,Management,Y,N,31,6.66,2
78,Agent 3,2025-04-19,15:06:21.457531,Management,Y,Y,60,4.37,4
79,Agent 1,2025-04-19,15:17:42.763742,Management,Y,Y,5,7.17,6
80,Agent 1,2025-04-19,15:26:53.079350,IT issue,Y,Y,20,2.79,10
81,Agent 1,2025-04-19,15:35:50.263166,IT issue,Y,Y,101,5.97,4
82,Agent 1,2025-04-19,15:50:55.367394,IT issue,Y,N,69,4.76,1
83,Agent 2,2025-04-19,15:53:18.274486,Management,Y,Y,11,3.6,7
84,Agent 3,2025-04-19,15:54:25.069618,Management,Y,N,34,0.15,3
85,Agent 1,2025-04-19,15:58:06.534961,IT issue,Y,N,117,5.52,1
86,Agent 1,2025-04-19,16:11:40.989047,Management,Y,Y,11,0.81,10
87,Agent 1,2025-04-19,16:20:30.318084,IT issue,Y,N,48,1.86,1
88,Agent 1,2025-04-19,16:22:35.264344,Management,Y,Y,78,18.37,6
89,Agent 2,2025-04-19,16:26:03.401494,IT issue,Y,Y,29,1.13,10
90,Agent 2,2025-04-19,16:27:31.379244,IT issue,Y,Y,75,3.37,4
91,Agent 3,2025-04-19,16:28:01.771792,IT issue,Y,Y,8,0.7,8
92,Agent 3,2025-04-19,16:29:25.347696,Management,Y,Y,84,14.26,5
93,Agent 2,2025-04-19,16:34:34.894387,Management,Y,N,18,1.85,2
94,,2025-04-19,16:36:14.007838,IT issue,N,,,,
95,Agent 1,2025-04-19,16:41:54.083879,IT issue,Y,Y,94,1.18,4
96,Agent 2,2025-04-19,16:42:12.278846,IT issue,Y,N,14,3.6,2
97,Agent 1,2025-04-19,16:49:21.043484,IT issue,Y,N,21,7.21,2
98,Agent 2,2025-04-19,16:52:03.707888,Management,Y,Y,9,0.89,7
99,Agent 3,2025-04-19,16:52:22.437247,Management,Y,Y,84,16.7,4
100,,2025-04-19,16:52:42.487418,Management,N,,,,
101,Agent 1,2025-04-19,16:57:05.285177,Management,Y,Y,81,1.21,6
