Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of answer,Talk duration,Satisfaction rating
1,Agent 1,2025-04-19,09:17:34.727848,IT issue,Y,Y,99,5.81,6
2,Agent 2,2025-04-19,09:21:20.420769,IT issue,Y,Y,6,8.87,4
3,Agent 1,2025-04-19,09:27:10.241320,IT issue,Y,N,104,3.87,1
4,Agent 1,2025-04-19,09:32:05.992316,Management,Y,Y,76,0.42,4
5,Agent 1,2025-04-19,09:38:38.740010,Management,Y,Y,8,0.19,10
6,Agent 1,2025-04-19,09:42:11.572359,Management,Y,Y,71,1.12,5
7,Agent 1,2025-04-19,09:49:57.646027,IT issue,Y,N,27,2.28,2
8,Agent 1,2025-04-19,09:58:55.676821,IT issue,Y,Y,55,0.74,10
9,Agent 1,2025-04-19,10:01:09.678399,Management,Y,N,60,0.06,3
10,Agent 1,2025-04-19,10:07:28.786472,Management,Y,Y,102,0.19,6
11,Agent 1,2025-04-19,10:15:50.806350,IT issue,Y,Y,25,6.72,6
12,Agent 2,2025-04-19,10:20:38.249848,Management,Y,Y,10,3.29,7
13,Agent 1,2025-04-19,10:29:44.971969,Management,Y,N,84,0.09,3
14,Agent 1,2025-04-19,10:32:42.202577,IT issue,Y,N,26,3.12,2
15,Agent 1,2025-04-19,10:40:28.680596,IT issue,Y,Y,14,0.2,8
16,Agent 1,2025-04-19,10:45:20.435862,IT issue,Y,N,105,0.74,2
17,Agent 1,2025-04-19,11:02:41.788146,IT issue,Y,Y,19,6.08,5
18,Agent 1,2025-04-19,11:32:59.852791,Management,Y,Y,15,7.43,5
19,Agent 2,2025-04-19,11:33:04.272640,Management,Y,N,41,1.12,3
20,Agent 2,2025-04-19,11:35:46.309562,IT issue,Y,Y,25,0.5,10
21,Agent 1,2025-04-19,11:40:28.380357,IT issue,Y,Y,33,1.43,10
22,Agent 1,2025-04-19,11:43:59.058853,IT issue,Y,Y,50,0.09,7
23,Agent 1,2025-04-19,11:45:31.703563,Management,Y,Y,89,10.27,4
24,Agent 2,2025-04-19,11:45:43.207050,IT issue,Y,Y,89,0.4,5
25,Agent 2,2025-04-19,11:55:15.684145,IT issue,Y,N,40,0.24,1
26,Agent 1,2025-04-19,11:57:19.114620,Management,Y,Y,7,10.78,6
27,Agent 2,2025-04-19,12:00:08.080783,IT issue,Y,Y,80,2.34,6
28,Agent 1,2025-04-19,12:08:58.526739,IT issue,Y,Y,83,2.42,4
29,Agent 1,2025-04-19,12:15:15.638228,IT issue,Y,Y,30,11.82,4
30,Agent 2,2025-04-19,12:16:13.903773,IT issue,Y,Y,54,9.13,5
31,Agent 1,2025-04-19,12:27:30.045494,IT issue,Y,Y,112,0.77,6
32,Agent 1,2025-04-19,12:29:33.673661,IT issue,Y,Y,11,1.65,10
33,Agent 1,2025-04-19,12:38:02.133354,IT issue,Y,N,73,0.5,1
34,Agent 1,2025-04-19,12:46:40.314294,IT issue,Y,Y,99,2.5,4
35,Agent 1,2025-04-19,12:49:14.078783,IT issue,Y,N,25,0.14,1
36,Agent 2,2025-04-19,12:49:20.637996,IT issue,Y,Y,86,4.73,6
37,Agent 1,2025-04-19,12:56:01.546946,IT issue,Y,N,63,5.29,2
38,Agent 2,2025-04-19,12:56:13.669090,Management,Y,N,78,15.45,2
39,Agent 1,2025-04-19,13:08:32.320001,IT issue,Y,Y,107,0.01,5
40,Agent 1,2025-04-19,13:14:28.625453,IT issue,Y,N,70,3.75,1
41,Agent 2,2025-04-19,13:16:11.401325,Management,Y,Y,111,2.4,6
42,Agent 3,2025-04-19,13:17:55.344413,Management,Y,Y,115,8.37,4
43,,2025-04-19,13:17:59.717740,Management,N,,,,
44,Agent 1,2025-04-19,13:21:45.826451,Management,Y,Y,18,2.37,9
45,Agent 1,2025-04-19,13:26:01.456599,IT issue,Y,N,70,18.69,1
46,Agent 2,2025-04-19,13:27:36.593957,Management,Y,N,66,4.56,2
47,Agent 2,2025-04-19,13:33:32.635095,IT issue,Y,N,115,0.41,2
48,Agent 2,2025-04-19,13:43:02.964028,IT issue,Y,Y,87,2.21,4
49,Agent 3,2025-04-19,13:43:34.689862,IT issue,Y,Y,28,4.6,7
50,Agent 1,2025-04-19,13:46:43.406600,IT issue,Y,N,75,3.13,3
51,Agent 1,2025-04-19,13:52:31.352033,IT issue,Y,N,7,1.75,1
52,Agent 1,2025-04-19,13:55:01.481876,IT issue,Y,N,112,2.46,1
53,Agent 2,2025-04-19,13:56:48.045551,IT issue,Y,Y,60,3.18,5
54,Agent 3,2025-04-19,13:57:12.098273,Management,Y,Y,112,0.13,4
55,Agent 1,2025-04-19,14:00:04.851252,Management,Y,Y,98,3.33,6
56,Agent 2,2025-04-19,14:01:28.219300,Management,Y,N,100,5.86,1
57,Agent 1,2025-04-19,14:05:20.704725,Management,Y,Y,120,1.17,1
58,Agent 1,2025-04-19,14:12:45.178133,Management,Y,Y,62,1.16,6
59,Agent 1,2025-04-19,14:14:54.782591,IT issue,Y,N,45,3.47,1
60,Agent 1,2025-04-19,14:22:55.250451,Management,Y,Y,49,13.15,6
61,Agent 2,2025-04-19,14:27:27.596497,IT issue,Y,Y,84,12.35,5
62,Agent 3,2025-04-19,14:27:41.933183,IT issue,Y,N,105,2.22,1
63,Agent 1,2025-04-19,14:45:43.240561,Management,Y,Y,75,3.47,5
64,Agent 1,2025-04-19,14:50:15.494366,Management,Y,N,38,1.01,1
65,Agent 1,2025-04-19,14:51:35.733821,IT issue,Y,N,16,3.34,3
66,Agent 1,2025-04-19,14:59:27.151611,IT issue,Y,N,100,0.44,2
67,Agent 1,2025-04-19,15:04:27.704239,Management,Y,Y,42,7.21,5
68,Agent 2,2025-04-19,15:04:40.178159,IT issue,Y,Y,87,3.98,4
69,Agent 1,2025-04-19,15:16:41.144286,IT issue,Y,Y,72,0.06,4
70,Agent 1,2025-04-19,15:25:27.265230,Management,Y,Y,56,1.45,7
71,Agent 1,2025-04-19,15:31:39.542129,Management,Y,Y,9,2.22,9
72,Agent 2,2025-04-19,15:33:20.920556,IT issue,Y,Y,83,4.1,4
73,Agent 1,2025-04-19,15:36:50.664782,IT issue,Y,Y,100,4.44,5
74,Agent 2,2025-04-19,15:40:35.300950,Management,Y,Y,26,4.97,10
75,Agent 1,2025-04-19,15:45:13.474224,IT issue,Y,Y,62,0.29,6
