Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of answer,Talk duration,Satisfaction rating
1,Agent 1,2025-04-19,09:04:19.987823,Management,Y,Y,114,2.56,4
2,Agent 1,2025-04-19,09:08:55.422392,Management,Y,Y,87,24.77,5
3,Agent 2,2025-04-19,09:20:21.075079,Management,Y,Y,75,2.71,4
4,Agent 3,2025-04-19,09:21:25.606908,IT issue,Y,N,75,0.6,2
5,Agent 3,2025-04-19,09:22:39.988739,Management,Y,Y,25,13.52,5
6,Agent 2,2025-04-19,09:27:46.661053,IT issue,Y,Y,50,3.41,10
7,,2025-04-19,09:28:51.276010,Management,N,,,,
8,Agent 2,2025-04-19,09:33:18.447440,Management,Y,N,46,6.55,1
9,Agent 1,2025-04-19,09:34:24.130001,Management,Y,Y,51,1.63,9
10,,2025-04-19,09:35:57.047011,IT issue,N,,,,
11,Agent 1,2025-04-19,09:36:16.634862,Management,Y,Y,48,0.22,7
12,Agent 1,2025-04-19,09:43:36.178096,Management,Y,Y,12,1.51,9
13,Agent 2,2025-04-19,09:44:07.169444,IT issue,Y,Y,72,2.57,5
14,Agent 1,2025-04-19,09:51:32.174191,IT issue,Y,N,19,7.57,1
15,Agent 2,2025-04-19,09:52:10.834979,IT issue,Y,Y,118,3.73,4
16,Agent 2,2025-04-19,09:56:21.348718,Management,Y,Y,48,4.27,10
17,Agent 3,2025-04-19,09:57:15.521963,IT issue,Y,Y,83,5.92,4
18,,2025-04-19,09:58:23.794256,Management,N,,,,
19,,2025-04-19,09:58:39.207437,IT issue,N,,,,
20,Agent 1,2025-04-19,10:01:20.710082,IT issue,Y,Y,53,10.14,6
21,Agent 2,2025-04-19,10:03:02.616836,IT issue,Y,Y,45,1.54,7
22,Agent 2,2025-04-19,10:10:54.939072,IT issue,Y,Y,67,3.11,6
23,Agent 3,2025-04-19,10:10:59.513965,IT issue,Y,Y,55,8.27,6
24,Agent 1,2025-04-19,10:11:39.864144,Management,Y,Y,73,0.46,4
25,Agent 1,2025-04-19,10:12:09.980987,Management,Y,Y,85,23.82,6
26,Agent 2,2025-04-19,10:24:21.818923,Management,Y,Y,18,0.67,10
27,Agent 2,2025-04-19,10:26:12.002622,IT issue,Y,Y,83,2.91,6
28,Agent 3,2025-04-19,10:26:17.055325,Management,Y,Y,35,11.49,4
29,Agent 2,2025-04-19,10:34:04.289913,IT issue,Y,Y,25,12.89,4
30,Agent 1,2025-04-19,10:40:43.789899,Management,Y,Y,76,3.66,5
31,Agent 3,2025-04-19,10:42:08.959447,IT issue,Y,Y,72,6.34,4
32,,2025-04-19,10:42:27.052569,IT issue,N,,,,
33,Agent 1,2025-04-19,10:44:57.954667,IT issue,Y,N,69,1.12,2
34,Agent 1,2025-04-19,10:47:41.052120,Management,Y,N,79,0.28,2
35,Agent 1,2025-04-19,10:54:05.286326,IT issue,Y,Y,101,1.38,4
36,Agent 1,2025-04-19,11:07:29.343054,IT issue,Y,Y,33,2.28,8
37,Agent 1,2025-04-19,11:11:05.254734,Management,Y,Y,105,1.52,5
38,Agent 2,2025-04-19,11:11:24.376421,IT issue,Y,Y,26,4.32,9
39,Agent 3,2025-04-19,11:12:01.776468,IT issue,Y,Y,42,1.31,10
40,Agent 1,2025-04-19,11:23:21.102201,IT issue,Y,N,18,0.55,3
41,Agent 1,2025-04-19,11:27:28.737850,IT issue,Y,N,39,2.38,1
42,Agent 1,2025-04-19,11:35:10.877331,Management,Y,Y,44,1.49,9
43,Agent 2,2025-04-19,11:35:30.066194,Management,Y,Y,95,1.95,4
44,Agent 3,2025-04-19,11:36:33.759522,Management,Y,N,103,5.68,2
45,Agent 1,2025-04-19,11:45:49.292102,Management,Y,Y,32,4.54,9
46,Agent 2,2025-04-19,11:50:09.139112,IT issue,Y,Y,43,1.27,7
47,Agent 1,2025-04-19,11:54:36.695974,IT issue,Y,N,55,0.56,1
48,Agent 1,2025-04-19,12:00:27.964623,Management,Y,Y,82,0.56,4
49,Agent 1,2025-04-19,12:04:51.330119,IT issue,Y,N,35,4.95,3
50,Agent 2,2025-04-19,12:07:21.673330,Management,Y,Y,6,3.0,9
51,Agent 1,2025-04-19,12:11:33.504486,Management,Y,Y,52,3.5,10
52,Agent 1,2025-04-19,12:22:45.088061,IT issue,Y,Y,113,4.62,6
53,Agent 2,2025-04-19,12:24:15.418964,IT issue,Y,Y,48,0.79,9
54,Agent 1,2025-04-19,12:27:47.622427,Management,Y,Y,117,1.77,5
55,Agent 1,2025-04-19,12:30:47.142645,IT issue,Y,Y,9,1.76,9
56,Agent 1,2025-04-19,12:35:53.221692,Management,Y,N,61,3.15,3
57,Agent 2,2025-04-19,12:36:26.428095,Management,Y,N,94,0.65,3
58,Agent 1,2025-04-19,12:39:59.552651,Management,Y,Y,6,13.94,5
59,Agent 2,2025-04-19,12:50:25.059261,IT issue,Y,Y,70,3.06,6
60,Agent 3,2025-04-19,12:51:09.863842,Management,Y,Y,36,6.31,5
61,Agent 1,2025-04-19,12:54:13.388760,Management,Y,Y,92,7.76,6
62,Agent 2,2025-04-19,12:55:27.224079,Management,Y,Y,56,2.38,9
63,,2025-04-19,12:55:31.238478,IT issue,N,,,,
64,Agent 2,2025-04-19,12:58:21.267701,IT issue,Y,Y,100,0.98,6
65,Agent 1,2025-04-19,13:03:52.081028,IT issue,Y,N,41,0.37,3
66,Agent 1,2025-04-19,13:23:46.771689,Management,Y,Y,31,9.06,5
67,Agent 1,2025-04-19,13:35:22.513367,Management,Y,Y,50,5.02,7
68,Agent 1,2025-04-19,13:49:37.819018,IT issue,Y,Y,68,1.61,5
69,Agent 2,2025-04-19,13:51:03.387931,IT issue,Y,Y,44,4.39,7
70,Agent 1,2025-04-19,13:58:41.748394,Management,Y,Y,61,0.58,5
71,Agent 1,2025-04-19,14:00:30.545887,IT issue,Y,Y,82,9.25,6
