Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of answer,Talk duration,Satisfaction rating
1,Agent 1,2025-04-19,09:00:32.349227,IT issue,Y,Y,53,0.29,10
2,Agent 1,2025-04-19,09:08:49.806413,IT issue,Y,N,57,5.16,3
3,Agent 2,2025-04-19,09:10:45.296195,Management,Y,Y,72,4.16,5
4,Agent 1,2025-04-19,09:26:27.356085,IT issue,Y,N,10,6.2,2
5,Agent 2,2025-04-19,09:29:07.281579,Management,Y,Y,100,0.81,6
6,Agent 1,2025-04-19,09:35:20.215811,Management,Y,Y,96,0.29,4
7,Agent 1,2025-04-19,09:36:21.330293,Management,Y,Y,80,0.26,5
8,Agent 1,2025-04-19,09:37:51.549080,Management,Y,Y,5,2.35,8
9,Agent 1,2025-04-19,09:41:00.134775,IT issue,Y,N,92,7.9,1
10,Agent 2,2025-04-19,09:44:24.574117,IT issue,Y,Y,41,12.51,5
11,Agent 3,2025-04-19,09:45:27.905796,Management,Y,Y,62,1.15,5
12,Agent 1,2025-04-19,09:57:52.828366,IT issue,Y,N,52,0.85,2
13,Agent 1,2025-04-19,10:04:34.063639,IT issue,Y,Y,108,0.11,5
14,Agent 1,2025-04-19,10:17:53.052019,Management,Y,Y,44,3.85,8
15,Agent 2,2025-04-19,10:21:03.217468,IT issue,Y,Y,82,3.8,5
16,Agent 3,2025-04-19,10:21:22.073064,IT issue,Y,N,24,2.34,1
17,Agent 1,2025-04-19,10:23:59.130162,IT issue,Y,Y,107,5.92,4
18,Agent 1,2025-04-19,10:32:08.787704,IT issue,Y,Y,58,9.6,5
19,Agent 1,2025-04-19,10:43:54.527766,Management,Y,Y,51,0.21,8
20,Agent 1,2025-04-19,10:44:11.243225,IT issue,Y,N,85,0.76,1
21,Agent 1,2025-04-19,10:47:54.782497,Management,Y,Y,6,1.66,8
22,Agent 2,2025-04-19,10:49:12.745423,IT issue,Y,Y,85,7.47,4
23,Agent 1,2025-04-19,10:52:17.360096,IT issue,Y,N,114,8.99,1
24,Agent 1,2025-04-19,11:09:36.130672,Management,Y,N,103,1.98,1
25,Agent 1,2025-04-19,11:17:32.232915,IT issue,Y,Y,18,6.11,4
26,Agent 1,2025-04-19,11:27:08.860767,Management,Y,Y,94,2.75,5
27,Agent 2,2025-04-19,11:29:11.177780,Management,Y,N,79,2.8,1
28,Agent 1,2025-04-19,11:31:35.835406,IT issue,Y,N,58,1.83,3
29,Agent 1,2025-04-19,11:40:19.775496,Management,Y,Y,28,21.71,5
30,Agent 2,2025-04-19,11:47:35.067867,Management,Y,Y,58,0.58,7
31,Agent 2,2025-04-19,11:59:07.620824,IT issue,Y,Y,51,2.2,8
32,Agent 1,2025-04-19,12:09:51.392738,IT issue,Y,Y,67,34.3,6
33,Agent 2,2025-04-19,12:15:02.109761,IT issue,Y,Y,49,16.48,5
34,Agent 3,2025-04-19,12:15:33.842643,Management,Y,Y,28,0.98,8
35,Agent 2,2025-04-19,12:34:38.977566,Management,Y,N,12,0.18,2
36,Agent 2,2025-04-19,12:38:08.888517,IT issue,Y,Y,100,10.87,6
37,Agent 3,2025-04-19,12:42:56.268170,IT issue,Y,N,33,0.5,2
38,Agent 1,2025-04-19,12:44:33.952925,IT issue,Y,N,27,0.24,3
39,Agent 1,2025-04-19,12:45:34.794735,IT issue,Y,Y,84,4.11,5
40,Agent 1,2025-04-19,12:50:06.923984,IT issue,Y,N,95,1.99,2
41,Agent 1,2025-04-19,12:55:30.700258,IT issue,Y,Y,110,2.53,4
42,Agent 1,2025-04-19,13:00:42.264642,Management,Y,Y,109,0.82,5
43,Agent 1,2025-04-19,13:01:45.912357,IT issue,Y,Y,96,1.31,6
44,Agent 2,2025-04-19,13:02:58.419486,Management,Y,N,106,2.0,2
45,Agent 1,2025-04-19,13:24:41.816748,IT issue,Y,N,10,1.8,1
46,Agent 1,2025-04-19,13:26:48.521802,Management,Y,Y,6,3.75,7
47,Agent 1,2025-04-19,13:33:23.089468,IT issue,Y,Y,30,2.0,8
48,Agent 1,2025-04-19,13:37:03.555383,IT issue,Y,N,46,1.82,1
49,Agent 1,2025-04-19,13:52:05.145049,Management,Y,Y,53,1.2,9
50,Agent 1,2025-04-19,13:56:36.932053,IT issue,Y,N,92,1.7,3
51,Agent 1,2025-04-19,14:02:52.120464,Management,Y,Y,98,1.5,4
52,Agent 1,2025-04-19,14:08:29.806609,IT issue,Y,N,47,0.45,3
53,Agent 1,2025-04-19,14:14:07.559305,IT issue,Y,Y,107,2.78,6
54,Agent 2,2025-04-19,14:15:47.244674,IT issue,Y,Y,67,8.4,6
55,Agent 1,2025-04-19,14:17:09.350154,Management,Y,Y,23,4.59,8
56,Agent 3,2025-04-19,14:19:10.350905,Management,Y,N,112,4.66,2
57,,2025-04-19,14:20:12.155102,Management,N,,,,
58,Agent 1,2025-04-19,14:25:12.142608,Management,Y,Y,115,2.3,6
59,Agent 1,2025-04-19,14:32:32.983821,Management,Y,Y,17,11.38,4
